0.35331,0.26333
0.39222,0.28582
0.38122,0.43968
0.39593,0.4632
0.37904,0.46369
0.56795,0.35419
0.49791,0.35111
0.39669,0.44621
0.67053,0.36519
0.51201,0.48305
0.70604,0.42213
0.52089,0.27618
0.44325,0.22886
0.4418,0.1339
0.4715,0.20564
0.45848,0.2296
0.48035,0.27709
0.47649,0.2797
0.27956,0.65077
0.16599,0.33987
0.37407,0.55621
0.38591,0.55831
0.28276,0.45466
0.35265,0.51157
0.37631,0.3681
0.33201,0.40537
0.3889,0.41703
0.2726,0.47379
0.33275,0.47463
0.41748,0.39916
0.31009,0.50477
0.37562,0.32056
0.30618,0.48883
0.253,0.39947
0.35183,0.46586
0.23411,0.48012
0.27686,0.45709
0.3563,0.45066
0.21225,0.54768
0.46189,0.41876
0.46574,0.30035
0.39221,0.38893
0.3986,0.37497
0.49966,0.3839
0.31459,0.42216
0.23603,0.56659
0.32106,0.48889
0.34156,0.4688
0.34997,0.3911
0.44289,0.38284
0.33098,0.42822
0.4508,0.28962
0.40883,0.47474
0.44796,0.30519
0.38183,0.41579
0.33774,0.49463
0.24801,0.46105
0.45613,0.29361
0.40465,0.31209
0.30963,0.41249
0.29912,0.42686
0.44345,0.39669
0.22178,0.41502
0.37179,0.31734
0.45631,0.46106
0.23607,0.44395
0.33677,0.34208
0.41749,0.44013
0.20838,0.44124
0.2743,0.46317
0.24999,0.4953
0.22068,0.4778
0.60989,0.30317
0.33582,0.4075
0.40672,0.46956
0.29418,0.43971
0.27436,0.47826
0.22095,0.49916
0.37178,0.28208
0.37211,0.42091
0.30082,0.41097
0.38045,0.39433
0.17511,0.65311
0.32914,0.39966
0.65061,0.45529
0.56705,0.30569
0.6278,0.27471
0.40958,0.34127
0.44711,0.33199
0.39187,0.45963
0.43037,0.34084
0.88337,0.6632
0.81873,0.68902
0.65451,0.70238
0.6747,0.72354
0.60449,0.62383
0.6611,0.62445
0.62074,0.64098
0.6362,0.64557
0.53423,0.63082
0.61498,0.6278
0.76921,0.67061
0.78213,0.59373
0.61825,0.69898
0.6013,0.60144
0.5286,0.64584
0.57032,0.67135
0.6232,0.66379
0.65979,0.6648
0.53355,0.67168
0.57092,0.6769
0.42591,0.27914
0.16263,0.67725
0.15756,0.31511
0.20166,0.36587
0.19753,0.37375
0.31262,0.36268
0.24017,0.43801
0.092154,0.59776
0.84592,0.56883
0.28171,0.85398
0.52254,0.60634
0.5716,0.49805
0.13828,0.62809
0,1
0.0036005,0.69332
0.010083,0.64005
0.0087505,0.61224
0.36273,0.48924
0.10735,0.68082
0.5365,0.39475
0.075081,0.7645
0.12311,0.52907
0.77024,0.8663
0.7927,0.33952
0.88091,0.61897
0.74783,0.66363
1,0.5627
0.92315,0.38963
0.84211,0.43165
0.56334,0.50466
0.85596,0.41697
0.34482,0.63885
0.3933,0.64242
0.3375,0.65376
0.68541,0.11884
0.54754,0
0.45684,0.21721
0.8231,0.5611
0.26495,0.53188
